rfi_id,package,station,subsystem_type,activity_name,initiator_role,contractor_id,inspector_id,raised_date,sla_deadline,closed_date,result,planned_quantity,verified_quantity,quantity_unit,remarks
RFI-0165,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Retaining wall construction,CONTRACTOR_SE,CTR-02,INS-02,2025-07-07,2025-07-09,2025-07-07,APPROVED,163.71,162.21,sqm,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Monsoon conditions, intermittent rain."
RFI-0166,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,Earthing system installation,SITE_ENG,CTR-05,INS-08,2025-08-28,2025-08-30,2025-08-31,APPROVED,283.4,255.91,MT,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Dust storm warning, work paused 2hrs."
RFI-0167,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,ELEC,Cable tray routing,PLANNING_ENG,CTR-04,INS-05,2025-05-11,2025-05-13,2025-05-11,APPROVED_WITH_COMMENTS,64.39,62.22,rmt,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0168,PKG-04-TELECOM,STN-02-Dabri-Mor,TVS,Smoke extraction duct,SITE_ENG,CTR-07,INS-12,2025-05-24,2025-05-26,2025-05-26,APPROVED,398.31,374.64,sqm,Track alignment survey completed. Versine readings within 3mm tolerance. Rail level difference within +/-2mm. Approved for traffic.
RFI-0169,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Rail fastening clip installation,PLANNING_ENG,CTR-08,INS-03,2026-01-01,2026-01-03,2026-01-15,REJECTED,417.95,0,rmt,REJECTED: Fire alarm device at location not responding. Wiring fault suspected. Contractor to trace and rectify loop 10.
RFI-0170,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,ELEC,Switchgear panel erection,CONTRACTOR_SE,CTR-05,INS-08,2025-11-13,2025-11-15,2025-11-15,APPROVED_WITH_COMMENTS,110.68,98.43,MT,Approved with comments: Track fastening acceptable but 7 clips show minor corrosion. Replace during next maintenance window.
RFI-0171,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Sleeper laying,SITE_ENG,CTR-08,INS-03,2025-12-04,2025-12-06,2025-12-04,APPROVED_WITH_COMMENTS,181.31,165.73,MT,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0172,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,CCTV camera mounting,CONTRACTOR_SE,CTR-05,INS-11,2025-12-29,2025-12-31,2025-12-31,APPROVED,210.74,201.35,rmt,"Pre-stressing operation completed. Jack pressure verified at 223 bar. Elongation within +/-7.9% of theoretical. Grouting may proceed. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0173,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,ELEC,LT panel installation,PLANNING_ENG,CTR-05,INS-08,2025-10-09,2025-10-11,2025-10-10,APPROVED,283.34,254.24,kg,Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached.
RFI-0174,PKG-05-TRACK,STN-04-Palam,TRACK,Sleeper laying,SITE_ENG,CTR-08,INS-03,2026-02-03,2026-02-05,2026-02-04,APPROVED,242.64,241.53,rmt,"Inspection carried out. Alignment checked with total station, deviation within +/-3mm. Material test certificates verified. Clearance granted. Weather: Overcast, light drizzle earlier."
RFI-0175,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,Transformer erection,PLANNING_ENG,CTR-05,INS-08,2026-03-22,2026-03-24,2026-03-23,APPROVED,256.87,237.07,nos,Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage.
RFI-0176,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Retaining wall construction,CONTRACTOR_SE,CTR-02,INS-04,2025-09-08,2025-09-10,2025-09-10,APPROVED_WITH_COMMENTS,253.62,234.83,nos,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 3mm deviation close to limit. Weather: Dust storm warning, work paused 2hrs."
RFI-0177,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,OFC termination and splicing,SITE_ENG,CTR-05,INS-12,2025-05-04,2025-05-06,2025-05-04,APPROVED_WITH_COMMENTS,290.24,258.45,cum,"Approved with comments: Work generally satisfactory but 8 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed. Weather: Clear, 35C."
RFI-0178,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Station roof slab casting,SITE_ENG,CTR-01,INS-04,2025-11-24,2025-11-26,2025-11-25,APPROVED_WITH_COMMENTS,176.69,173.75,MT,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 9mm deviation close to limit. Weather: Clear, 28C, good conditions."
RFI-0179,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,BMS,Sensor wiring and termination,PLANNING_ENG,CTR-04,INS-07,2025-06-07,2025-06-09,2025-06-23,REJECTED,41.76,0,sqm,REJECTED: Pre-stressing elongation 4.8% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack.
RFI-0180,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,U-girder launching,CONTRACTOR_SE,CTR-02,INS-03,2026-02-09,2026-02-11,2026-02-10,APPROVED,360.99,350.1,sqm,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Clear, 35C."
RFI-0181,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,Emergency lighting circuit,PLANNING_ENG,CTR-05,INS-08,2025-10-03,2025-10-05,2025-10-03,APPROVED,39.62,38.57,rmt,"Earthing resistance measured at 1.1 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Overcast, light drizzle earlier."
RFI-0182,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Rail fastening clip installation,PLANNING_ENG,CTR-03,INS-03,2026-02-17,2026-02-19,2026-02-18,APPROVED,266.79,246.43,nos,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Overcast, light drizzle earlier."
RFI-0183,PKG-01-CIVIL,STN-04-Palam,CIVIL,Staircase structural work,PLANNING_ENG,CTR-01,INS-03,2025-11-07,2025-11-09,2025-11-09,APPROVED_WITH_COMMENTS,114.58,101.15,nos,Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle.
RFI-0184,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,BMS,Access control integration,CONTRACTOR_SE,CTR-04,INS-05,2026-01-05,2026-01-07,2026-01-05,APPROVED,446.99,443.61,MT,Work executed as per approved drawing DRG-133-R2. Concrete cube strength satisfactory at 35 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0185,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Pier column reinforcement,SITE_ENG,CTR-03,INS-02,2025-10-20,2025-10-22,2025-10-21,APPROVED,427.66,384.4,nos,"Earthing resistance measured at 0.3 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0186,PKG-03-SIGNALLING,STN-04-Palam,SIG,LED signal head mounting,PLANNING_ENG,CTR-06,INS-09,2026-01-24,2026-01-26,2026-01-25,APPROVED,13.5,12.82,kg,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0187,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,Sensor wiring and termination,CONTRACTOR_SE,CTR-04,INS-05,2026-03-14,2026-03-16,2026-03-16,APPROVED,221.43,218.1,kg,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Monsoon conditions, intermittent rain."
RFI-0188,PKG-03-SIGNALLING,STN-08-Kirti-Nagar,SCADA,Alarm management setup,PLANNING_ENG,CTR-06,INS-10,2025-05-05,2025-05-07,2025-05-07,APPROVED_WITH_COMMENTS,200.89,195.34,sqm,Approved with comments: Alignment acceptable but contractor advised to improve survey control. 4mm deviation close to limit.
RFI-0189,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Viaduct segment erection,CONTRACTOR_SE,CTR-02,INS-04,2025-07-04,2025-07-06,2025-07-07,APPROVED,242.02,221.71,nos,Work executed as per approved drawing DRG-675-R3. Concrete cube strength satisfactory at 35 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0190,PKG-01-CIVIL,STN-04-Palam,CIVIL,Parapet wall casting,PLANNING_ENG,CTR-01,INS-03,2025-11-27,2025-11-29,2025-11-27,APPROVED,364.05,348.53,rmt,"Inspection carried out. Alignment checked with total station, deviation within +/-10mm. Material test certificates verified. Clearance granted. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0191,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,HVAC integration with BMS,SITE_ENG,CTR-04,INS-05,2026-01-29,2026-01-31,2026-01-30,APPROVED,198.14,191.07,kg,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0192,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,CCTV camera mounting,PLANNING_ENG,CTR-07,INS-11,2026-03-29,2026-03-31,2026-03-31,APPROVED_WITH_COMMENTS,306.67,280.47,kg,"Approved with comments: Work generally satisfactory but 6 minor finishing defects noted. Contractor to rectify within 7 days. No re-inspection needed. Weather: Dust storm warning, work paused 2hrs."
RFI-0193,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,BMS,Fire alarm panel integration,CONTRACTOR_SE,CTR-05,INS-05,2026-03-16,2026-03-18,2026-03-16,APPROVED_WITH_COMMENTS,438.53,431.18,sqm,"Approved with comments: Track fastening acceptable but 6 clips show minor corrosion. Replace during next maintenance window. Weather: Overcast, light drizzle earlier."
RFI-0194,PKG-04-TELECOM,STN-06-Rajouri-Garden,TVS,Tunnel ventilation fan installation,CONTRACTOR_SE,CTR-07,INS-12,2025-08-31,2025-09-02,2025-09-02,APPROVED,294.16,289.4,rmt,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 11 joints tested. Approved.
RFI-0195,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Station roof slab casting,CONTRACTOR_SE,CTR-02,INS-01,2025-05-17,2025-05-19,2025-05-19,APPROVED_WITH_COMMENTS,129.93,116.84,kg,"Approved with comments: Pre-stressing within limits but elongation at 7.0% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Clear, 35C."
RFI-0196,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,BMS controller installation,SITE_ENG,CTR-04,INS-07,2025-04-16,2025-04-18,2025-04-30,REJECTED,221.54,0,nos,REJECTED: Torque values below specification on 3 of 24 bolts checked. Contractor to re-torque all connections.
RFI-0197,PKG-04-TELECOM,STN-06-Rajouri-Garden,TEL,CCTV camera mounting,PLANNING_ENG,CTR-07,INS-11,2025-08-03,2025-08-05,2025-08-05,APPROVED,298.55,276.9,sqm,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 8 joints tested. Approved.
RFI-0198,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,Network switch installation,CONTRACTOR_SE,CTR-07,INS-12,2025-06-14,2025-06-16,2025-06-15,APPROVED,336.02,324.04,rmt,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0199,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Data logger installation,PLANNING_ENG,CTR-06,INS-09,2025-11-18,2025-11-20,2025-12-03,REJECTED,428.24,0,cum,"REJECTED: Pre-stressing elongation 1.7% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0200,PKG-02-ELECTRICAL,STN-04-Palam,BMS,Fire alarm panel integration,CONTRACTOR_SE,CTR-04,INS-07,2025-06-14,2025-06-16,2025-06-30,REJECTED,436.44,0,nos,"REJECTED: Pre-stressing elongation 5.8% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0201,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Pier column reinforcement,PLANNING_ENG,CTR-02,INS-01,2025-07-17,2025-07-19,2025-07-17,APPROVED,264.38,252.18,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-8mm. Material test certificates verified. Clearance granted. Weather: Dust storm warning, work paused 2hrs."
RFI-0202,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Pile foundation casting,CONTRACTOR_SE,CTR-02,INS-02,2025-12-16,2025-12-18,2025-12-16,APPROVED,430.76,389.17,MT,Cable laying completed as per routing diagram. Insulation resistance test passed (391 Megaohm). Bend radius maintained. Approved.
RFI-0203,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Pile foundation casting,CONTRACTOR_SE,CTR-01,INS-04,2025-05-21,2025-05-23,2025-05-22,APPROVED,60.91,55.2,rmt,"Cable laying completed as per routing diagram. Insulation resistance test passed (79 Megaohm). Bend radius maintained. Approved. Weather: Dust storm warning, work paused 2hrs."
RFI-0204,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-03,INS-02,2025-09-15,2025-09-17,2025-09-18,APPROVED_WITH_COMMENTS,25.83,23.28,nos,"Approved with comments: Work generally satisfactory but 2 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed. Weather: Clear, 28C, good conditions."
RFI-0205,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Waterproofing membrane application,SITE_ENG,CTR-01,INS-03,2025-06-05,2025-06-07,2025-06-07,APPROVED,463.62,419.38,kg,Work executed as per approved drawing DRG-110-R0. Concrete cube strength satisfactory at 32 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0206,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Pile foundation casting,SITE_ENG,CTR-01,INS-02,2025-07-27,2025-07-29,2025-08-10,REJECTED,445.59,0,nos,REJECTED: Torque values below specification on 2 of 27 bolts checked. Contractor to re-torque all connections.
RFI-0207,PKG-05-TRACK,STN-04-Palam,TRACK,Rail fastening clip installation,CONTRACTOR_SE,CTR-03,INS-03,2025-04-26,2025-04-28,,REJECTED,234.99,0,cum,"REJECTED: Welding quality unsatisfactory. UT test shows 3 defects in 23 joints. Grind and re-weld required. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0208,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Station roof slab casting,SITE_ENG,CTR-03,INS-02,2025-06-22,2025-06-24,2025-06-22,APPROVED,118.19,106.76,MT,Fire alarm loop testing completed successfully. All 20 devices responding. Zone mapping verified against approved layout.
RFI-0209,PKG-03-SIGNALLING,STN-03-Dashrath-Puri,SCADA,Alarm management setup,PLANNING_ENG,CTR-07,INS-10,2026-01-08,2026-01-10,2026-01-08,APPROVED_WITH_COMMENTS,198.51,184.81,kg,Approved with comments: Pre-stressing within limits but elongation at 2.7% of theoretical is close to 5% tolerance. Extra monitoring on next span.
RFI-0210,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-02,INS-01,2026-03-12,2026-03-14,2026-03-13,APPROVED,115.92,113.65,MT,"Earthing resistance measured at 1.8 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Overcast, light drizzle earlier."
RFI-0211,PKG-01-CIVIL,STN-04-Palam,CIVIL,Parapet wall casting,CONTRACTOR_SE,CTR-03,INS-01,2025-04-08,2025-04-10,2025-04-10,APPROVED,346.26,337.97,rmt,Cable laying completed as per routing diagram. Insulation resistance test passed (283 Megaohm). Bend radius maintained. Approved.
RFI-0212,PKG-03-SIGNALLING,STN-04-Palam,SCADA,RTU installation,PLANNING_ENG,CTR-06,INS-09,2026-01-14,2026-01-16,2026-01-14,APPROVED,32.38,32.16,rmt,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Overcast, light drizzle earlier."
RFI-0213,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Platform edge finishing,SITE_ENG,CTR-02,INS-02,2026-02-16,2026-02-18,2026-02-16,APPROVED,231.17,205.55,cum,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0214,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pile foundation casting,PLANNING_ENG,CTR-02,INS-04,2025-12-10,2025-12-12,2025-12-12,APPROVED,93.54,86.11,sqm,"Track alignment survey completed. Versine readings within 3mm tolerance. Rail level difference within +/-1mm. Approved for traffic. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0215,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Pile cap construction,PLANNING_ENG,CTR-03,INS-04,2025-11-05,2025-11-07,2025-11-05,APPROVED,404.97,396.79,kg,"Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 30 joints tested. Approved. Weather: Clear, 28C, good conditions."
RFI-0216,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,BMS,HVAC integration with BMS,SITE_ENG,CTR-04,INS-07,2026-02-25,2026-02-27,2026-02-25,APPROVED_WITH_COMMENTS,135.66,125.99,sqm,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 3 locations. Snag list attached. Weather: Dust storm warning, work paused 2hrs."
RFI-0217,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Concourse level slab,CONTRACTOR_SE,CTR-01,INS-01,2025-09-07,2025-09-09,2025-09-10,APPROVED,341.9,317.15,kg,"Pre-stressing operation completed. Jack pressure verified at 238 bar. Elongation within +/-6.0% of theoretical. Grouting may proceed. Weather: Monsoon conditions, intermittent rain."
RFI-0218,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,BMS,BMS controller installation,CONTRACTOR_SE,CTR-04,INS-07,2025-11-18,2025-11-20,,REJECTED,163.07,0,kg,"REJECTED: Waterproofing membrane not adhering at 4 locations. Air pockets observed. Strip and re-apply required. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0219,PKG-04-TELECOM,STN-01-Janakpuri-West,TEL,OFC termination and splicing,CONTRACTOR_SE,CTR-07,INS-11,2025-06-13,2025-06-15,2025-06-14,APPROVED,26.72,24.03,cum,Fire alarm loop testing completed successfully. All 39 devices responding. Zone mapping verified against approved layout.
RFI-0220,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Switchgear panel erection,PLANNING_ENG,CTR-04,INS-07,2026-01-01,2026-01-03,2026-01-05,REJECTED,31.81,0,nos,"REJECTED: Torque values below specification on 8 of 50 bolts checked. Contractor to re-torque all connections. Weather: Overcast, light drizzle earlier."
RFI-0221,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,CCTV camera mounting,PLANNING_ENG,CTR-05,INS-11,2025-08-02,2025-08-04,2025-08-04,APPROVED,305.03,285.26,cum,Fire alarm loop testing completed successfully. All 62 devices responding. Zone mapping verified against approved layout.
RFI-0222,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,ELEC,Cable tray routing,PLANNING_ENG,CTR-04,INS-08,2025-10-20,2025-10-22,2025-10-21,APPROVED,161.5,150.56,rmt,"Fire alarm loop testing completed successfully. All 66 devices responding. Zone mapping verified against approved layout. Weather: Dust storm warning, work paused 2hrs."
RFI-0223,PKG-01-CIVIL,STN-04-Palam,CIVIL,Pier column reinforcement,CONTRACTOR_SE,CTR-03,INS-03,2025-08-29,2025-08-31,2025-09-04,REJECTED,264.13,0,sqm,"REJECTED: Torque values below specification on 3 of 47 bolts checked. Contractor to re-torque all connections. Weather: Dust storm warning, work paused 2hrs."
RFI-0224,PKG-03-SIGNALLING,STN-01-Janakpuri-West,SIG,Data logger installation,SITE_ENG,CTR-06,INS-10,2026-02-19,2026-02-21,2026-02-20,APPROVED,174.03,166.4,nos,Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly.
RFI-0225,PKG-04-TELECOM,STN-06-Rajouri-Garden,TVS,Smoke extraction duct,PLANNING_ENG,CTR-07,INS-12,2025-11-04,2025-11-06,2025-11-13,REJECTED,137.74,0,rmt,"REJECTED: Pre-stressing elongation 6.4% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Overcast, light drizzle earlier."
RFI-0226,PKG-05-TRACK,STN-04-Palam,TRACK,Track alignment survey,SITE_ENG,CTR-03,INS-03,2025-11-11,2025-11-13,2025-11-11,APPROVED,292.09,270.65,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (64 Megaohm). Bend radius maintained. Approved.
RFI-0227,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier column reinforcement,PLANNING_ENG,CTR-03,INS-02,2025-11-16,2025-11-18,2025-11-17,APPROVED,94.35,88.07,rmt,"Fire alarm loop testing completed successfully. All 26 devices responding. Zone mapping verified against approved layout. Weather: Clear, 35C."
RFI-0228,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SIG,LED signal head mounting,SITE_ENG,CTR-06,INS-09,2025-08-15,2025-08-17,2025-08-19,APPROVED_WITH_COMMENTS,44.99,41.25,nos,Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected.
RFI-0229,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,ELEC,UPS installation,SITE_ENG,CTR-05,INS-07,2026-01-08,2026-01-10,2026-01-11,REJECTED,93.84,0,MT,"REJECTED: Reinforcement spacing irregular. Measured 221mm against designed 150mm at beam B18. Non-conformance noted. Weather: Clear, 28C, good conditions."
RFI-0230,PKG-05-TRACK,STN-04-Palam,TRACK,Third rail insulator mounting,PLANNING_ENG,CTR-08,INS-01,2026-01-27,2026-01-29,2026-02-05,REJECTED,397.03,0,nos,REJECTED: Pre-stressing elongation 2.8% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack.
RFI-0231,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,Sensor wiring and termination,PLANNING_ENG,CTR-04,INS-06,2026-03-26,2026-03-28,2026-03-26,APPROVED,179.99,175.59,rmt,"Pre-stressing operation completed. Jack pressure verified at 184 bar. Elongation within +/-3.3% of theoretical. Grouting may proceed. Weather: Overcast, light drizzle earlier."
RFI-0232,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Station entrance canopy,SITE_ENG,CTR-02,INS-02,2025-07-24,2025-07-26,2025-07-25,APPROVED,333.42,304.56,rmt,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 8 joints tested. Approved.
RFI-0233,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Pile foundation casting,PLANNING_ENG,CTR-02,INS-03,2025-08-08,2025-08-10,2025-08-10,APPROVED_WITH_COMMENTS,175.36,171.55,rmt,Approved with comments: Alignment acceptable but contractor advised to improve survey control. 6mm deviation close to limit.
RFI-0234,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SCADA,Traction power SCADA integration,CONTRACTOR_SE,CTR-07,INS-09,2025-09-24,2025-09-26,2025-09-26,APPROVED,86.38,79.27,nos,Earthing resistance measured at 2.3 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0235,PKG-05-TRACK,STN-04-Palam,TRACK,Buffer stop installation,CONTRACTOR_SE,CTR-08,INS-02,2026-02-05,2026-02-07,2026-02-05,APPROVED,184.99,164.93,rmt,Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached.
RFI-0236,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Rail fastening clip installation,CONTRACTOR_SE,CTR-03,INS-01,2025-11-20,2025-11-22,2025-11-21,APPROVED_WITH_COMMENTS,81.78,80.55,cum,"Approved with comments: Work generally satisfactory but 3 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed. Weather: Monsoon conditions, intermittent rain."
RFI-0237,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Viaduct segment erection,SITE_ENG,CTR-01,INS-04,2025-11-03,2025-11-05,2025-11-05,APPROVED,125.76,113.62,cum,"Inspection carried out. Alignment checked with total station, deviation within +/-3mm. Material test certificates verified. Clearance granted. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0238,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Track bed preparation,SITE_ENG,CTR-08,INS-03,2026-01-26,2026-01-28,2026-01-27,APPROVED_WITH_COMMENTS,359.56,350.52,nos,Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected.
RFI-0239,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Station roof slab casting,PLANNING_ENG,CTR-02,INS-01,2025-12-31,2026-01-02,2025-12-31,APPROVED_WITH_COMMENTS,482.67,442.61,cum,"Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0240,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SIG,Relay room equipment installation,PLANNING_ENG,CTR-06,INS-09,2026-03-06,2026-03-08,2026-03-07,APPROVED,380.23,367.81,MT,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0241,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Check rail installation,SITE_ENG,CTR-03,INS-03,2025-12-02,2025-12-04,2025-12-03,APPROVED,164.28,163.93,MT,"Inspection carried out. Alignment checked with total station, deviation within +/-12mm. Material test certificates verified. Clearance granted. Weather: Clear, 35C."
RFI-0242,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,PA system speaker installation,PLANNING_ENG,CTR-05,INS-12,2026-02-15,2026-02-17,2026-02-15,APPROVED_WITH_COMMENTS,455.4,418.3,rmt,"Approved with comments: Work generally satisfactory but 3 minor finishing defects noted. Contractor to rectify within 7 days. No re-inspection needed. Weather: Clear, 35C."
RFI-0243,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Retaining wall construction,CONTRACTOR_SE,CTR-03,INS-03,2025-10-06,2025-10-08,2025-10-07,APPROVED,118.22,110.82,MT,Fire alarm loop testing completed successfully. All 22 devices responding. Zone mapping verified against approved layout.
RFI-0244,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Track alignment survey,PLANNING_ENG,CTR-08,INS-01,2026-02-18,2026-02-20,2026-02-18,APPROVED,427.63,420.25,kg,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Dust storm warning, work paused 2hrs."
RFI-0245,PKG-05-TRACK,STN-05-Sadar-Bazar,TRACK,Ballast tamping,CONTRACTOR_SE,CTR-08,INS-02,2026-02-07,2026-02-09,2026-02-07,APPROVED,225.47,207.59,nos,"Pre-stressing operation completed. Jack pressure verified at 236 bar. Elongation within +/-3.5% of theoretical. Grouting may proceed. Weather: Clear, 35C."
RFI-0246,PKG-02-ELECTRICAL,STN-04-Palam,BMS,Fire alarm panel integration,SITE_ENG,CTR-04,INS-05,2025-12-23,2025-12-25,2025-12-23,APPROVED,231.29,204.71,kg,Track alignment survey completed. Versine readings within 1mm tolerance. Rail level difference within +/-1mm. Approved for traffic.
